name	team	birthday	age	club_name	club_country_code	caps	height	weight	position	matches	minutes	goals	assists	pa	pc	pc_perc	on_target	off_target	blocked	against_woodwork	fouls	suffered	yellow	red	longer_club_name	lat	lng	uefa_club_name	uefa_11_12	uefa_12_13	uefa_13_14	uefa_14_15	uefa_15_16	uefa_pts
Onur Kıvrak	Turkey	01/01/1988	28	Trabzonspor	TUR	12	187	74	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Trabzonspor AŞ	40.90798119999999	39.8281768	Trabzonspor AŞ	11.020	3.540	11.340	8.200	8.200	8.200
Lukas Hinterseer	Austria	28/03/1991	25	Ingolstadt	GER	11	192	84	Forward	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Ingolstadt 04	48.76507649300049	11.4257541	None	None	None	None	None	None	None
Kim Källström	Sweden	24/08/1982	33	Grasshoppers	SUI	130	185	87	Midfield	3	None	None	None	None	None	None	0	0	0	0	3	1	0	0	Grasshopper Club Zürich	47.3768866	8.541694	Grasshopper Club Zürich	1.200	1.675	2.940	2.880	2.880	2.880
Radja Nainggolan	Belgium	04/05/1988	28	Roma	ITA	21	176	65	Midfield	4	275	1	1	None	None	None	2	3	3	0	4	3	0	0	AS Roma	41.8971715	12.4728221	AS Roma	3.771	2.883	2.833	15.800	15.800	15.800
Chris Smalling	England	22/11/1989	26	Man. United	ENG	28	192	81	Defender	4	None	None	None	None	None	None	1	2	0	0	3	3	0	0	Manchester United FC	53.4630484	-2.2951326	Manchester United FC	16.050	21.285	26.357	2.714	2.714	2.714
Ansi Agolli	Albania	11/10/1982	33	Qarabağ	AZE	64	179	70	Defender	3	None	None	None	None	None	None	0	0	0	0	3	2	0	0	Qarabağ FK	39.69999640800046	48.67284	Qarabağ FK	1.275	0.600	2.000	5.725	5.725	5.725
Christian Fuchs	Austria	07/04/1986	30	Leicester	ENG	77	186	80	Defender	3	None	None	None	None	None	None	0	1	2	0	4	1	1	0	Leicester City FC	52.63859826400051	-1.131687637999562	None	None	None	None	None	None	None
Yuri Lodygin	Russia	26/05/1990	26	Zenit	RUS	11	187	82	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Zenit	60.00394350000001	30.398305957000446	FC Zenit	19.950	14.950	18.083	18.933	18.933	18.933
Bastian Schweinsteiger	Germany	01/08/1984	31	Man. United	ENG	117	183	79	Midfield	3	36	1	0	None	None	None	1	0	0	0	1	1	0	0	Manchester United FC	53.4630484	-2.2951326	Manchester United FC	16.050	21.285	26.357	2.714	2.714	2.714
Raphael Guerreiro	Portugal	22/12/1993	22	Lorient	FRA	9	170	67	Defender	3	None	None	None	None	None	None	1	0	0	0	2	3	0	0	FC Lorient	47.75016993300051	-3.3666663109995625	None	None	None	None	None	None	None
Ádám Nagy	Hungary	17/06/1995	21	Ferencváros	HUN	10	178	74	Midfield	3	None	None	None	None	None	None	0	1	0	0	2	2	1	0	Ferencvárosi TC	47.48583551000047	19.0819885	Ferencvárosi TC	0.950	0.600	0.175	0.925	0.925	0.925
Ondrej Duda	Slovakia	05/12/1994	21	Legia	POL	14	181	74	Midfield	3	154	1	0	None	None	None	1	1	0	0	2	3	0	0	Legia Warszawa	52.22154827300051	21.0424143	Legia Warszawa	8.325	2.000	2.625	10.950	10.950	10.950
Odise Roshi	Albania	22/05/1991	25	Rijeka	CRO	34	187	78	Midfield	3	None	None	None	None	None	None	0	0	0	0	None	None	None	None	HNK Rijeka	45.3270631	14.447160033000443	HNK Rijeka	0.750	0.875	4.875	6.375	6.375	6.375
Georgi Schennikov	Russia	27/04/1991	25	CSKA Moskva	RUS	10	180	75	Defender	2	None	None	None	None	None	None	0	0	0	0	2	0	1	0	PFC CSKA Moskva	57.44911719900051	37.6173	PFC CSKA Moskva	17.950	3.450	8.083	9.933	9.933	9.933
Christian Benteke	Belgium	03/12/1990	25	Liverpool	ENG	28	190	83	Forward	2	None	None	None	None	None	None	1	0	0	0	None	None	None	None	Liverpool FC	53.41057676100047	-2.9779368059995477	Liverpool FC	3.050	12.285	3.357	12.714	12.714	12.714
Ciro Immobile	Italy	20/02/1990	26	Torino	ITA	14	185	78	Forward	2	None	None	None	None	None	None	1	1	0	0	4	2	0	0	Torino FC	45.07048584300048	7.686856499999999	Torino FC	2.271	2.883	2.833	16.800	16.800	16.800
Taras Stepanenko	Ukraine	08/08/1989	26	Shakhtar Donetsk	UKR	32	181	75	Midfield	3	None	None	None	None	None	None	0	1	1	0	5	2	0	0	FC Shakhtar Donetsk	47.971263	37.80285	FC Shakhtar Donetsk	9.550	18.900	12.566	19.000	19.000	19.000
Burak Yılmaz	Turkey	15/07/1985	30	Beijing Guoan	CHN	47	188	77	Forward	3	205	1	0	None	None	None	1	1	0	0	6	4	1	0	Beijing Guoan FC	39.9815606	116.407395	None	None	None	None	None	None	None
David Cotterill	Wales	04/12/1987	28	Birmingham	ENG	23	175	71	Forward	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Birmingham City FC	52.48624299999999	-1.890401	Birmingham City FC	10.050	3.285	3.357	2.714	2.714	2.714
Viktor Pečovský	Slovakia	24/05/1983	33	Žilina	SVK	34	171	74	Midfield	2	None	None	None	None	None	None	0	1	0	0	3	0	1	0	MŠK Žilina	49.22380996700048	18.7408001	MŠK Žilina	0.975	1.300	1.325	0.550	0.550	0.550
Dimitri Payet	France	29/03/1987	29	West Ham	ENG	22	175	77	Midfield	4	297	2	1	None	None	None	4	5	5	1	1	3	0	0	West Ham United FC	51.57045970000001	0.14751	West Ham United FC	3.050	3.285	3.357	2.714	2.714	2.714
Robert Lewandowski	Poland	21/08/1988	27	Bayern	GER	79	184	78	Forward	4	None	None	None	None	None	None	2	3	3	0	4	16	0	0	FC Bayern München	48.1326687	11.499996453000449	FC Bayern München	33.050	36.585	29.942	31.171	31.171	31.171
Mariusz Stępiński	Poland	12/05/1995	21	Ruch	POL	2	183	73	Forward	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Ruch Chorzów	50.29403631600047	18.948666974000446	Ruch Chorzów	1.325	1.500	0.625	2.450	2.450	2.450
Milan Badelj	Croatia	25/02/1989	27	Fiorentina	ITA	23	186	76	Midfield	4	None	None	None	None	None	None	1	3	0	0	4	7	1	0	ACF Fiorentina	42.96402994300047	10.536040042000423	ACF Fiorentina	2.271	2.883	17.833	23.800	23.800	23.800
David Alaba	Austria	24/06/1992	23	Bayern	GER	48	180	75	Midfield	3	None	None	None	None	None	None	2	1	6	1	None	None	None	None	FC Bayern München	48.1326687	11.499996453000449	FC Bayern München	33.050	36.585	29.942	31.171	31.171	31.171
Juraj Kucka	Slovakia	26/02/1987	29	Milan	ITA	50	186	86	Midfield	4	None	None	None	None	None	None	3	2	0	0	11	12	2	0	AC Milan	45.4654219	9.189509981000413	AC Milan	22.271	19.883	18.833	3.800	3.800	3.800
Marc-André ter Stegen	Germany	30/04/1992	24	Barcelona	ESP	6	187	85	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Barcelona	41.3813544	2.1203177860004416	FC Barcelona	34.171	27.542	28.600	38.042	38.042	38.042
Adam Nemec	Slovakia	02/09/1985	30	Willem II	NED	24	190	84	Forward	2	None	None	None	None	None	None	0	1	0	1	1	1	0	0	Willem II Tilburg	51.5419023	5.086638199999999	None	None	None	None	None	None	None
Ján Mucha	Slovakia	05/12/1982	33	Slovan Bratislava	SVK	46	189	90	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	ŠK Slovan Bratislava	48.1727265	17.141339352000443	ŠK Slovan Bratislava	2.475	0.800	1.325	2.550	2.550	2.550
Robin Olsen	Sweden	08/01/1990	26	København	DEN	4	198	89	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC København	55.6760968	12.5683371	FC København	4.620	6.660	7.760	3.580	3.580	3.580
Milan Škriniar	Slovakia	11/02/1995	21	Sampdoria	ITA	3	187	80	Defender	2	None	None	None	None	None	None	0	1	0	0	2	2	0	0	UC Sampdoria	44.4155383	8.952674799999999	UC Sampdoria	2.271	2.883	2.833	3.800	3.800	3.800
Ádám Szalai	Hungary	09/12/1987	28	Hannover	GER	33	193	91	Forward	4	236	1	0	None	None	None	4	2	3	0	6	8	1	0	Hannover 96	51.50730815300051	7.156319799999999	Hannover 96	19.050	13.585	2.942	3.171	3.171	3.171
Anatoliy Tymoshchuk	Ukraine	30/03/1979	37	Kairat	KAZ	144	181	70	Midfield	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Kairat Almaty	43.5464624	77.5920295	FC Kairat Almaty	0.325	0.275	0.625	1.175	1.175	1.175
Mikel San José	Spain	30/05/1989	27	Athletic	ESP	7	186	77	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Athletic Bilbao	43.268669985000486	-2.9349852	Athletic Club	27.171	7.542	4.600	14.042	14.042	14.042
Tomáš Sivok	Czech Republic	15/09/1983	32	Bursaspor	TUR	58	185	77	Defender	3	None	None	None	None	None	None	0	3	1	1	4	2	1	0	Bursaspor	40.21297788800047	29.157478066000465	Bursaspor	2.520	3.540	2.340	1.700	1.700	1.700
Leroy Sané	Germany	11/01/1996	20	Schalke	GER	3	183	75	Midfield	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Schalke 04	51.559463	7.0622516	FC Schalke 04	20.050	22.585	18.942	20.171	20.171	20.171
Thiago Cionek	Poland	21/04/1986	30	Palermo	ITA	7	184	80	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	US Città di Palermo	38.11581748500049	13.3612671	US Città di Palermo	3.271	2.883	2.833	3.800	3.800	3.800
Vieirinha	Portugal	24/01/1986	30	Wolfsburg	GER	24	172	73	Midfield	3	None	None	None	None	None	None	2	0	1	0	1	2	0	0	VfL Wolfsburg	52.42451626200051	10.7865461	VfL Wolfsburg	3.050	3.585	2.942	19.171	19.171	19.171
Adil Rami	France	27/12/1985	30	Sevilla	ESP	31	190	90	Defender	4	None	None	None	None	None	None	0	0	0	0	4	5	2	0	Sevilla FC	37.3890924	-5.976128752999557	Sevilla FC	5.671	3.542	26.600	32.042	32.042	32.042
Gelson Fernandes	Switzerland	02/09/1986	29	Rennes	FRA	58	179	70	Midfield	3	None	None	None	None	None	None	0	0	0	0	3	0	0	0	Stade Rennais FC	48.11197744700047	-1.6742899889995897	Stade Rennais FC	5.100	2.350	1.700	2.183	2.183	2.183
Zlatko Junuzović	Austria	26/09/1987	28	Bremen	GER	49	172	69	Midfield	1	None	None	None	None	None	None	1	0	0	0	1	1	0	0	SV Werder Bremen	53.07929619999999	8.807768356000452	None	None	None	None	None	None	None
Dénes Dibusz	Hungary	16/11/1990	25	Ferencváros	HUN	4	188	81	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Ferencvárosi TC	47.48583551000047	19.0819885	Ferencvárosi TC	0.950	0.600	0.175	0.925	0.925	0.925
Marek Suchý	Czech Republic	29/03/1988	28	Basel	SUI	27	184	84	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Basel 1893	47.5595986	7.5885761	FC Basel 1893	20.200	17.675	20.440	16.380	16.380	16.380
David Limberský	Czech Republic	06/10/1983	32	Plzeň	CZE	40	179	79	Defender	2	None	None	None	None	None	None	0	0	0	0	6	2	1	0	FC Viktoria Plzeň	49.750358561000496	13.3842745	FC Viktoria Plzeň	10.050	15.700	12.600	1.775	1.775	1.775
Mats Hummels	Germany	16/12/1988	27	Dortmund	GER	48	191	92	Defender	3	None	None	None	None	None	None	0	1	1	0	3	0	1	0	Borussia Dortmund	51.51493997500046	7.465996422000444	Borussia Dortmund	10.050	33.585	24.942	21.171	21.171	21.171
Éder	Portugal	22/12/1987	28	LOSC	FRA	28	188	81	Forward	2	247	1	0	None	None	None	0	0	0	0	6	3	1	0	LOSC Lille	50.637149827000485	3.0628298710004174	LOSC Lille	11.100	8.350	1.700	6.183	6.183	6.183
Pontus Jansson	Sweden	13/02/1991	25	Torino	ITA	6	194	89	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Torino FC	45.07048584300048	7.686856499999999	Torino FC	2.271	2.883	2.833	16.800	16.800	16.800
Michal Ďuriš	Slovakia	01/06/1988	28	Plzeň	CZE	28	183	75	Forward	3	None	None	None	None	None	None	0	0	1	0	6	5	0	0	FC Viktoria Plzeň	49.750358561000496	13.3842745	FC Viktoria Plzeň	10.050	15.700	12.600	1.775	1.775	1.775
Christian Kabasele	Belgium	24/02/1991	25	Genk	BEL	0	186	84	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	KRC Genk	50.96613	5.5021	KRC Genk	9.020	11.300	12.280	1.920	1.920	1.920
Gábor Király	Hungary	01/04/1976	40	Haladás	HUN	104	190	85	Goalkeeper	4	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Szombathelyi Haladás	47.257112	16.608748613000444	None	None	None	None	None	None	None
Eric Dier	England	15/01/1994	22	Tottenham	ENG	10	188	88	Midfield	4	315	1	0	None	None	None	2	2	5	0	1	3	0	0	Tottenham Hotspur FC	51.603726097000504	-0.06783299999999999	Tottenham Hotspur FC	10.050	19.285	18.357	11.714	11.714	11.714
Nemanja Nikolić	Hungary	31/12/1987	28	Legia	POL	19	180	80	Forward	2	None	None	None	None	None	None	0	0	0	0	1	1	0	0	Legia Warszawa	52.22154827300051	21.0424143	Legia Warszawa	8.325	2.000	2.625	10.950	10.950	10.950
N'Golo Kanté	France	29/03/1991	25	Leicester	ENG	6	169	68	Midfield	3	None	None	None	None	None	None	0	0	3	0	7	0	2	0	Leicester City FC	52.63859826400051	-1.131687637999562	None	None	None	None	None	None	None
Peter Pekarík	Slovakia	30/10/1986	29	Hertha	GER	70	176	70	Defender	4	None	None	None	None	None	None	0	0	0	0	1	9	0	0	Hertha BSC	52.5383229	13.3960555	None	None	None	None	None	None	None
Eden Hazard	Belgium	07/01/1991	25	Chelsea	ENG	67	173	74	Midfield	4	351	1	3	None	None	None	3	1	5	0	None	None	None	None	Chelsea FC	51.480877998000494	-0.18943975099955424	Chelsea FC	33.050	30.285	28.357	23.714	23.714	23.714
George Williams	Wales	07/09/1995	20	Fulham	ENG	7	172	73	Forward	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Fulham FC	51.4754674670005	-0.2209317	Fulham FC	9.050	3.285	3.357	2.714	2.714	2.714
Dušan Švento	Slovakia	01/08/1985	30	Köln	GER	42	178	70	Defender	3	None	None	None	None	None	None	0	0	0	0	None	None	None	None	1. FC Köln	50.93332608700047	6.876264700000001	None	None	None	None	None	None	None
Artur Yusupov	Russia	01/09/1989	26	Zenit	RUS	2	180	73	Midfield	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Zenit	60.00394350000001	30.398305957000446	FC Zenit	19.950	14.950	18.083	18.933	18.933	18.933
Kamil Grosicki	Poland	08/06/1988	28	Rennes	FRA	41	180	78	Midfield	4	None	None	None	None	None	None	0	3	2	0	2	1	1	0	Stade Rennais FC	48.11197744700047	-1.6742899889995897	Stade Rennais FC	5.100	2.350	1.700	2.183	2.183	2.183
Joe Allen	Wales	14/03/1990	26	Liverpool	ENG	28	168	62	Midfield	4	None	None	None	None	None	None	0	1	0	0	5	10	0	0	Liverpool FC	53.41057676100047	-2.9779368059995477	Liverpool FC	3.050	12.285	3.357	12.714	12.714	12.714
Mario Götze	Germany	03/06/1992	24	Bayern	GER	55	176	64	Midfield	3	None	None	None	None	None	None	4	2	1	0	4	2	0	0	FC Bayern München	48.1326687	11.499996453000449	FC Bayern München	33.050	36.585	29.942	31.171	31.171	31.171
Andrés Iniesta	Spain	11/05/1984	32	Barcelona	ESP	111	171	68	Midfield	4	None	None	None	None	None	None	3	1	2	0	None	None	None	None	FC Barcelona	41.3813544	2.1203177860004416	FC Barcelona	34.171	27.542	28.600	38.042	38.042	38.042
Matteo Darmian	Italy	02/12/1989	26	Man. United	ENG	23	182	70	Defender	3	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Manchester United FC	53.4630484	-2.2951326	Manchester United FC	16.050	21.285	26.357	2.714	2.714	2.714
Bořek Dočkal	Czech Republic	30/09/1988	27	Sparta Praha	CZE	25	182	72	Midfield	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	AC Sparta Praha	50.09863665500046	14.413708396000459	AC Sparta Praha	2.550	9.700	2.100	7.775	7.775	7.775
Michael Lang	Switzerland	08/02/1991	25	Basel	SUI	19	185	79	Defender	2	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Basel 1893	47.5595986	7.5885761	FC Basel 1893	20.200	17.675	20.440	16.380	16.380	16.380
Andreas Isaksson	Sweden	03/10/1981	34	Kasımpaşa	TUR	132	200	86	Goalkeeper	3	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Kasımpaşa SK	41.03285	28.968241264000483	None	None	None	None	None	None	None
John Stones	England	28/05/1994	22	Everton	ENG	10	188	70	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Everton FC	53.4294901340005	-2.966368	Everton FC	3.050	3.285	3.357	16.714	16.714	16.714
Paddy McNair	Northern Ireland	27/04/1995	21	Man. United	ENG	11	183	72	Defender	2	None	None	None	None	None	None	0	0	0	0	1	0	0	0	Manchester United FC	53.4630484	-2.2951326	Manchester United FC	16.050	21.285	26.357	2.714	2.714	2.714
Divock Origi	Belgium	18/04/1995	21	Liverpool	ENG	21	185	75	Forward	2	None	None	None	None	None	None	0	2	0	0	None	None	None	None	Liverpool FC	53.41057676100047	-2.9779368059995477	Liverpool FC	3.050	12.285	3.357	12.714	12.714	12.714
Mateo Kovačić	Croatia	06/05/1994	22	Real Madrid	ESP	29	178	77	Midfield	2	None	None	None	None	None	None	0	0	1	0	1	0	0	0	Real Madrid CF	40.42492708000049	-3.678367150999577	Real Madrid CF	36.171	29.542	39.600	33.042	33.042	33.042
Chris Baird	Northern Ireland	25/02/1982	34	Fulham	ENG	79	181	74	Defender	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Fulham FC	51.4754674670005	-0.2209317	Fulham FC	9.050	3.285	3.357	2.714	2.714	2.714
Grzegorz Krychowiak	Poland	29/01/1990	26	Sevilla	ESP	37	186	83	Midfield	4	None	None	None	None	None	None	0	2	0	0	1	14	0	0	Sevilla FC	37.3890924	-5.976128752999557	Sevilla FC	5.671	3.542	26.600	32.042	32.042	32.042
David Lafata	Czech Republic	18/09/1981	34	Sparta Praha	CZE	41	180	72	Forward	2	None	None	None	None	None	None	0	0	2	0	1	1	0	0	AC Sparta Praha	50.09863665500046	14.413708396000459	AC Sparta Praha	2.550	9.700	2.100	7.775	7.775	7.775
Dmitri Kombarov	Russia	22/01/1987	29	Spartak Moskva	RUS	39	181	72	Defender	1	None	None	None	None	None	None	0	0	1	0	None	None	None	None	FC Spartak Moskva	55.7310552	37.5649667	FC Spartak Moskva	3.450	7.950	3.583	1.933	1.933	1.933
Joshua Kimmich	Germany	08/02/1995	21	Bayern	GER	2	176	70	Defender	2	None	None	None	None	None	None	0	2	0	0	5	4	1	0	FC Bayern München	48.1326687	11.499996453000449	FC Bayern München	33.050	36.585	29.942	31.171	31.171	31.171
Aiden McGeady	Republic of Ireland	04/04/1986	30	Sheff. Wednesday	ENG	83	177	71	Midfield	3	None	None	None	None	None	None	1	2	0	0	None	None	None	None	Sheffield Wednesday FC	53.4158749	-1.5077223	None	None	None	None	None	None	None
Ari Skúlason	Iceland	14/05/1987	29	OB	DEN	40	170	65	Defender	4	None	None	None	None	None	None	0	1	0	0	4	2	1	0	Odense Boldklub	55.40375599999999	10.40237	None	None	None	None	None	None	None
Blerim Džemaili	Switzerland	12/04/1986	30	Genoa	ITA	51	179	73	Midfield	4	None	None	None	None	None	None	0	8	3	1	4	6	0	0	Genoa CFC	44.40631778000045	8.946256	None	None	None	None	None	None	None
Nolito	Spain	15/10/1986	29	Celta	ESP	12	175	65	Forward	4	277	1	1	None	None	None	1	4	2	0	8	3	1	0	Celta de Vigo	42.228974	-8.847789959999602	None	None	None	None	None	None	None
Cosmin Moţi	Romania	03/12/1984	31	Ludogorets	BUL	8	183	74	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	PFC Ludogorets Razgrad	43.8149115	27.1378769	PFC Ludogorets Razgrad	0.300	1.150	15.125	7.850	7.850	7.850
Selçuk İnan	Turkey	10/02/1985	31	Galatasaray	TUR	55	182	74	Midfield	3	None	None	None	None	None	None	0	0	1	0	7	2	0	0	Galatasaray AŞ	41.103203	28.991243	Galatasaray AŞ	1.020	24.040	16.340	6.200	6.200	6.200
Hordur Magnússon	Iceland	11/02/1993	23	Cesena	ITA	5	190	81	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	AC Cesena	44.1396438	12.238820145000432	None	None	None	None	None	None	None
Ádám Lang	Hungary	17/01/1993	23	Videoton	HUN	13	185	77	Defender	4	None	None	None	None	None	None	0	0	0	0	6	2	1	0	Videoton FC	47.1739681840005	18.413749941000447	Videoton FC	1.450	4.600	0.425	0.425	0.425	0.425
Aleksandr Golovin	Russia	30/05/1996	20	CSKA Moskva	RUS	8	180	69	Midfield	3	None	None	None	None	None	None	0	1	1	0	3	1	0	0	PFC CSKA Moskva	57.44911719900051	37.6173	PFC CSKA Moskva	17.950	3.450	8.083	9.933	9.933	9.933
Julian Weigl	Germany	08/09/1995	20	Dortmund	GER	1	186	71	Midfield	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Borussia Dortmund	51.51493997500046	7.465996422000444	Borussia Dortmund	10.050	33.585	24.942	21.171	21.171	21.171
Samuel Umtiti	France	14/11/1993	22	Lyon	FRA	0	180	75	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Olympique Lyonnais	45.76961580300048	4.9767765	Olympique Lyonnais	19.100	14.350	16.700	3.683	3.683	3.683
Serhiy Rybalka	Ukraine	01/04/1990	26	Dynamo Kyiv	UKR	9	176	70	Midfield	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Dynamo Kyiv	50.32	30.564428	FC Dynamo Kyiv	7.550	10.900	9.566	18.000	18.000	18.000
Graziano Pellè	Italy	15/07/1985	30	Southampton	ENG	15	194	84	Forward	3	240	2	0	None	None	None	4	5	0	0	9	3	1	0	Southampton FC	50.909970039000484	-1.4042779489995496	Southampton FC	3.050	3.285	3.357	2.714	2.714	2.714
Juanfran	Spain	09/01/1985	31	Atlético	ESP	20	180	72	Defender	4	None	None	None	None	None	None	0	1	0	0	3	2	0	0	Club Atlético de Madrid	40.4206094	-3.721263	Club Atlético de Madrid	34.171	13.542	37.600	26.042	26.042	26.042
Stefano Sturaro	Italy	09/03/1993	23	Juventus	ITA	2	178	78	Midfield	2	None	None	None	None	None	None	0	0	0	0	2	3	0	0	Torino Juventus	45.1089928	7.638763099999998	Juventus	2.271	25.883	25.833	32.800	32.800	32.800
Kolbeinn Sigthórsson	Iceland	14/03/1990	26	Nantes	FRA	41	185	70	Forward	4	321	1	0	None	None	None	1	0	1	0	5	1	1	0	FC Nantes	47.218371	-1.5533587199995509	None	None	None	None	None	None	None
Arkadiusz Milik	Poland	28/02/1994	22	Ajax	NED	29	186	78	Forward	4	390	1	1	None	None	None	5	8	2	0	3	10	0	0	Amsterdamsche Football Club Ajax	52.31364610000048	4.940109564000409	AFC Ajax	14.720	9.842	11.183	15.216	15.216	15.216
Eidur Gudjohnsen	Iceland	15/09/1978	37	Molde	NOR	87	185	82	Forward	1	None	None	None	None	None	None	0	0	1	0	None	None	None	None	Molde FK	62.73723520000001	7.1607306	Molde FK	0.460	4.980	2.020	1.440	1.440	1.440
Tamás Priskin	Hungary	27/09/1986	29	Slovan Bratislava	SVK	57	189	90	Forward	2	None	None	None	None	None	None	0	1	0	0	4	1	0	0	ŠK Slovan Bratislava	48.1727265	17.141339352000443	ŠK Slovan Bratislava	2.475	0.800	1.325	2.550	2.550	2.550
Pavel Mamaev	Russia	17/09/1988	27	Krasnodar	RUS	15	178	70	Midfield	3	None	None	None	None	None	None	0	2	0	0	2	1	1	0	FC Krasnodar	45.03926740000001	38.97485574200044	FC Krasnodar	1.950	1.950	2.083	6.933	6.933	6.933
Gergő Lovrencsics	Hungary	01/09/1988	27	Lech	POL	12	177	79	Midfield	2	None	None	None	None	None	None	2	3	0	0	3	1	0	0	KKS Lech Poznań	52.4031363	16.8659869	KKS Lech Poznań	1.325	1.500	1.625	1.950	1.950	1.950
Benedikt Höwedes	Germany	29/02/1988	28	Schalke	GER	37	187	82	Defender	4	None	None	None	None	None	None	0	0	0	0	3	2	0	0	FC Schalke 04	51.559463	7.0622516	FC Schalke 04	20.050	22.585	18.942	20.171	20.171	20.171
Łukasz Piszczek	Poland	03/06/1985	31	Dortmund	GER	48	184	79	Defender	3	None	None	None	None	None	None	0	1	2	0	2	0	1	0	Borussia Dortmund	51.51493997500046	7.465996422000444	Borussia Dortmund	10.050	33.585	24.942	21.171	21.171	21.171
Zlatan Ibrahimović	Sweden	03/10/1981	34	Paris	FRA	115	195	95	Forward	3	None	None	None	None	None	None	1	6	5	0	6	6	0	0	Paris Saint-Germain	48.853408154000476	2.3337563460004276	Paris Saint-Germain	9.100	27.350	26.700	23.183	23.183	23.183
José Fonte	Portugal	22/12/1983	32	Southampton	ENG	12	187	81	Defender	1	None	None	None	None	None	None	0	0	0	0	1	0	0	0	Southampton FC	50.909970039000484	-1.4042779489995496	Southampton FC	3.050	3.285	3.357	2.714	2.714	2.714
Andriy Pyatov	Ukraine	28/06/1984	31	Shakhtar Donetsk	UKR	67	190	84	Goalkeeper	3	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Shakhtar Donetsk	47.971263	37.80285	FC Shakhtar Donetsk	9.550	18.900	12.566	19.000	19.000	19.000
Ramazan Özcan	Austria	28/06/1984	31	Ingolstadt	GER	7	187	84	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Ingolstadt 04	48.76507649300049	11.4257541	None	None	None	None	None	None	None
Nani	Portugal	17/11/1986	29	Fenerbahçe	TUR	98	175	66	Forward	4	380	2	0	None	None	None	5	7	0	1	4	8	0	0	Fenerbahçe SK	40.97428620000001	29.0430833	Fenerbahçe SK	1.020	24.040	1.340	1.200	1.200	1.200
Olcay Şahan	Turkey	26/05/1987	29	Beşiktaş	TUR	26	179	71	Midfield	2	None	None	None	None	None	None	0	2	2	0	1	1	0	0	Beşiktaş JK	41.04540851900049	29.005740195000442	Beşiktaş JK	11.020	2.040	1.340	12.200	12.200	12.200
David Edwards	Wales	03/02/1986	30	Wolves	ENG	35	183	78	Midfield	3	None	None	None	None	None	None	0	0	0	0	2	0	0	0	Wolverhampton Wanderers FC	53.395867566000504	-2.130059044999598	None	None	None	None	None	None	None
Tomáš Rosický	Czech Republic	04/10/1980	35	Arsenal	ENG	105	178	65	Midfield	2	None	None	None	None	None	None	0	0	0	0	3	1	0	0	Arsenal FC	51.5540370060005	-0.105505	Arsenal FC	22.050	21.285	21.357	22.714	22.714	22.714
Bruno Alves	Portugal	27/11/1981	34	Fenerbahçe	TUR	85	189	83	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Fenerbahçe SK	40.97428620000001	29.0430833	Fenerbahçe SK	1.020	24.040	1.340	1.200	1.200	1.200
Stanislav Šesták	Slovakia	16/12/1982	33	Ferencváros	HUN	65	180	74	Forward	1	None	None	None	None	None	None	0	0	0	0	1	1	0	0	Ferencvárosi TC	47.48583551000047	19.0819885	Ferencvárosi TC	0.950	0.600	0.175	0.925	0.925	0.925
